ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4,didakta_combined
12,ἰδόμην,εἶδον,v1saim---,"AorIngr, MidIndir",7.0,ADV,5.359,AorIngr,MidIndir,,,AorIngr|MidIndir
13,",",",",u--------,,16.0,AuxX,5.359,,,,,
14,ὅθι,ὅθι,d--------,adv indeclform,18.0,ADV,5.359,,,,,
15,μοι,ἐγώ,p1s---md-,DatPos,18.0,OBJ,5.359,DatPos,,,,DatPos
16,φάτο,φημί,v3saim---,Aor,10.0,ATR,5.359,Aor,,,,Aor
17,φύξιμον,φύξιμος,a-s---na-,AccSubj,18.0,SBJ,5.359,AccSubj,,,,AccSubj
18,εἶναι,εἰμί,v--pna---,InfDec,16.0,OBJ,5.359,InfDec,,,,InfDec
19,.,.,u--------,,0.0,AuxK,5.359,,,,,
1,ἀλλὰ,ἀλλά,d--------,adv indeclform,4.0,AuxY,5.36,,,,,
2,μάλ',μάλα,d--------,adv indeclform,3.0,AuxZ,5.36,,,,,
3,ὧδ',ὧδε,d--------,adv indeclform,4.0,ADV,5.36,,,,,
4,ἔρξω,ἔρδω,v1sfia---,"FutHypo, Ind, Act",7.0,PRED_CO,5.36,FutHypo,Ind,Act,,FutHypo|Ind|Act
5,",",",",u--------,,7.0,AuxX,5.36,,,,,
6,δοκέει,δοκέω,v3spia---,"Pres, Ind, Act",7.0,PRED_CO,5.36,Pres,Ind,Act,,Pres|Ind|Act
7,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.36,,,,,
8,μοι,ἐγώ,p1s---md-,DatVerb,6.0,OBJ,5.36,DatVerb,,,,DatVerb
9,εἶναι,εἰμί,v--pna---,InfDyn,6.0,OBJ,5.36,InfDyn,,,,InfDyn
10,ἄριστον,ἄριστος,a-s---nn-,NomPred,9.0,PNOM,5.36,NomPred,,,,NomPred
11,·,·,u--------,,0.0,AuxK,5.36,,,,,
1,ὄφρ',ὄφρα,c--------,conj indeclform,13.0,AuxC,5.361,,,,,
2,ἂν,ἄν,g--------,Cond2,8.0,AuxZ,5.361,,,,,
3,μέν,μέν,g--------,particle indeclform,8.0,AuxY,5.361,,,,,
4,κεν,ἄν,g--------,particle indeclform,8.0,AuxZ,5.361,,,,,
5,δούρατ',δόρυ,n-p---nn-,NomSubj,8.0,SBJ,5.361,NomSubj,,,,NomSubj
6,ἐν,ἐν,r--------,Prep3,8.0,AuxP,5.361,,,,,
7,ἁρμονίῃσιν,ἁρμονία,n-p---fd-,DatLoc (Prep3),6.0,ADV,5.361,DatLoc (Prep3),,,,DatLoc (Prep3)
8,ἀρήρῃ,ἀραρίσκω,v3srsa---,SubjSubor (Cond2),1.0,ADV,5.361,SubjSubor (Cond2),,,,SubjSubor (Cond2)
9,",",",",u--------,,1.0,AuxX,5.361,,,,,
10,τόφρ',τόφρα,d--------,adv indeclform,13.0,ADV,5.362,,,,,
11,αὐτοῦ,αὐτοῦ,d--------,adv indeclform,12.0,OBJ,5.362,,,,,
12,μενέω,μένω,v1sfia---,Fut (Cond2),13.0,PRED_CO,5.362,Fut (Cond2),,,,Fut (Cond2)
13,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.362,,,,,
14,τλήσομαι,τλάω,v1sfim---,"Fut, MidIndir",13.0,PRED_CO,5.362,Fut,MidIndir,,,Fut|MidIndir
15,ἄλγεα,ἄλγος,n-p---na-,AccObj,16.0,OBJ,5.362,AccObj,,,,AccObj
16,πάσχων,πάσχω,v-sppamn-,"NomSubj, PartCirc.5",14.0,ADV,5.362,NomSubj,PartCirc.5,,,NomSubj|PartCirc.5
17,·,·,u--------,,0.0,AuxK,5.362,,,,,
1,αὐτὰρ,ἀτάρ,g--------,particle indeclform,10.0,AuxY,5.363,,,,,
2,ἐπὴν,ἐπήν,c--------,Cond2,10.0,AuxC,5.363,,,,,
3,δή,δή,g--------,particle indeclform,8.0,AuxY,5.363,,,,,
4,μοι,ἐγώ,p1s---md-,"DatPos, Pron1",5.0,ATR,5.363,DatPos,,,,DatPos
5,σχεδίην,σχεδία,n-s---fa-,AccObj,8.0,OBJ,5.363,AccObj,,,,AccObj
6,διὰ,διά,r--------,tmesis,8.0,AuxZ,5.363,,,,,
7,κῦμα,κῦμα,n-s---nn-,NomSubj,8.0,SBJ,5.363,NomSubj,,,,NomSubj
8,τινάξῃ,τινάσσω,v3sasa---,SubjSubor (Cond2),2.0,ADV,5.363,SubjSubor (Cond2),,,,SubjSubor (Cond2)
9,",",",",u--------,,2.0,AuxX,5.363,,,,,
10,νήξομ',νήχω,v1sfim---,"Fut (Cond2), MidIndir",0.0,PRED,5.364,Fut (Cond2),MidIndir,,,Fut (Cond2)|MidIndir
11,",",",",u--------,,12.0,AuxX,5.364,,,,,
12,ἐπεὶ,ἐπεί,c--------,conj indeclform,10.0,AuxC,5.364,,,,,
13,οὐ,οὐ,d--------,adv indeclform,21.0,AuxZ,5.364,,,,,
14,μέν,μέν,g--------,particle indeclform,21.0,AuxY,5.364,,,,,
15,τι,τις,p-s---nn-,"AccObj, Pron6",17.0,OBJ,5.364,AccObj,,,,AccObj
16,πάρα,παρά,r--------,"[ellipsis of πάρειμι: missing εστί] Pres, Ind, Act ",21.0,AuxZ,5.364,[ellipsis of πάρειμι: missing εστί] Pres,Ind,Act,,[ellipsis of πάρειμι: missing εστί] Pres|Ind|Act
17,προνοῆσαι,προνοέω,v--ana---,InfDyn,21.0,SBJ,5.364,InfDyn,,,,InfDyn
18,ἄμεινον,ἀμείνων,a-s---nnc,AccObj,15.0,ATR,5.364,AccObj,,,,AccObj
19,.,.,u--------,,0.0,AuxK,5.364,,,,,
20,&quot;,&quot;,u--------,,10.0,AuxG,5.364,,,,,
1,ἧος,ἕως,c--------,conj indeclform,27.0,AuxC,5.365,,,,,
2,ὁ,ὁ,p-s---mn-,"NomSubj, Pron4",4.0,SBJ,5.365,NomSubj,,,,NomSubj
3,ταῦθ',οὗτος,a-p---na-,"AccObj, Pron4",4.0,OBJ,5.365,AccObj,,,,AccObj
4,ὥρμαινε,ὁρμαίνω,v3siia---,ImpfDesc,1.0,ADV,5.365,ImpfDesc,,,,ImpfDesc
5,κατὰ,κατά,r--------,Prep5,7.0,AuxP,5.365,,,,,
6,φρένα,φρήν,n-s---fa-,AccDirec.1 (Prep5),5.0,ADV_CO,5.365,,,,,
7,καὶ,καί,c--------,conj indeclform,4.0,COORD,5.365,,,,,
8,κατὰ,κατά,r--------,Prep5,7.0,AuxP,5.365,,,,,
9,θυμόν,θυμός,n-s---ma-,AccDirec.1 (Prep5),8.0,ADV_CO,5.365,,,,,
10,",",",",u--------,,1.0,AuxX,5.365,,,,,
11,ὦρσε,ὄρνυμι,v3saia---,Aor,27.0,PRED_CO,5.366,Aor,,,,Aor
12,δ',δέ,g--------,particle indeclform,27.0,AuxY,5.366,,,,,
13,ἐπὶ,ἐπί,r--------,tmesis,11.0,AuxZ,5.366,,,,,
14,μέγα,μέγας,a-s---na-,AccObj,15.0,ATR,5.366,AccObj,,,,AccObj
15,κῦμα,κῦμα,n-s---na-,AccObj,11.0,OBJ,5.366,AccObj,,,,AccObj
16,Ποσειδάων,Ποσειδεών,n-s---mn-,NomSubj,11.0,SBJ,5.366,NomSubj,,,,NomSubj
17,ἐνοσίχθων,Ἐνοσίχθων,n-s---mn-,NomInd,16.0,ATR,5.366,NomInd,,,,NomInd
18,",",",",u--------,,22.0,AuxX,5.366,,,,,
19,δεινόν,δεινός,a-s---na-,AccObj,22.0,ATR_CO,5.367,AccObj,,,,AccObj
20,τ',τε,g--------,particle indeclform,22.0,AuxY,5.367,,,,,
21,ἀργαλέον,ἀργαλέος,a-s---na-,AccObj,22.0,ATR_CO,5.367,AccObj,,,,AccObj
22,τε,τε,g--------,particle indeclform,15.0,COORD,5.367,,,,,
23,",",",",u--------,,24.0,AuxX,5.367,,,,,
24,κατηρεφές,κατηρεφής,a-s---na-,"AccObj, PartAttr",15.0,ATR,5.367,AccObj,PartAttr,,,AccObj|PartAttr
25,",",",",u--------,,27.0,AuxX,5.367,,,,,
26,ἤλασε,ἐλαύνω,v3saia---,AorIngr,27.0,PRED_CO,5.367,AorIngr,,,,AorIngr
27,δ',δέ,g--------,particle indeclform,0.0,COORD,5.367,,,,,
28,αὐτόν,αὐτός,a-s---ma-,"AccObj, Pron2",26.0,OBJ,5.367,AccObj,,,,AccObj
29,.,.,u--------,,0.0,AuxK,5.367,,,,,
1,ὡς,ὡς,c--------,adv indeclform,2.0,ADV,5.368,,,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.368,,,,,
3,ἄνεμος,ἄνεμος,n-s---mn-,NomSubj,7.0,SBJ,5.368,NomSubj,,,,NomSubj
4,ζαὴς,ζαής,a-s---mn-,NomSubj,3.0,ATR,5.368,NomSubj,,,,NomSubj
5,ἠΐων,ἤια,n-p---ng-,GenMat,6.0,ATR,5.368,GenMat,,,,GenMat
6,θημῶνα,θημών,n-s---ma-,AccObj,7.0,OBJ,5.368,AccObj,,,,AccObj
7,τινάξῃ,τινάσσω,v3sasa---,"AorGnom, SubjSubor",10.0,ADV,5.368,AorGnom,SubjSubor,,,AorGnom|SubjSubor
8,καρφαλέων,καρφαλέος,a-p---ng-,GenMat,5.0,ATR,5.369,GenMat,,,,GenMat
9,·,·,u--------,,0.0,AuxK,5.369,,,,,
1,τὰ,ὁ,p-p---na-,"AccObj, Pron8",5.0,OBJ,5.369,AccObj,,,,AccObj
2,μὲν,μέν,g--------,particle indeclform,5.0,AuxY,5.369,,,,,
3,ἄρ,ἄρα,g--------,particle indeclform,5.0,AuxY,5.369,,,,,
4,τε,τε,g--------,particle indeclform,5.0,AuxY,5.369,,,,,
5,διεσκέδασ',διασκεδάννυμι,v3saia---,AorGnom,0.0,PRED,5.369,AorGnom,,,,AorGnom
6,ἄλλυδις,ἄλλυδις,d--------,adv indeclform,5.0,ADV,5.369,,,,,
7,ἄλλῃ,ἄλλῃ,d--------,adv indeclform,5.0,ADV,5.369,,,,,
8,·,·,u--------,,0.0,AuxK,5.369,,,,,
1,ὣς,ὡς,d--------,adv indeclform,5.0,ADV,5.37,,,,,
2,τῆς,ὁ,p-s---fg-,GenPos,3.0,ATR,5.37,GenPos,,,,GenPos
3,δούρατα,δόρυ,n-p---na-,AccObj,5.0,OBJ,5.37,AccObj,,,,AccObj
4,μακρὰ,μακρός,a-p---na-,AccObj,3.0,ATR,5.37,AccObj,,,,AccObj
5,διεσκέδασ',διασκεδάννυμι,v3saia---,AorGnom,0.0,PRED,5.37,AorGnom,,,,AorGnom
6,.,.,u--------,,0.0,AuxK,5.37,,,,,
1,αὐτὰρ,ἀτάρ,g--------,particle indeclform,6.0,AuxY,5.37,,,,,
2,Ὀδυσσεὺς,Ὀδυσσεύς,n-s---mn-,NomSubj,6.0,SBJ,5.37,NomSubj,,,,NomSubj
3,ἀμφ',ἀμφί,r--------,Prep5,6.0,AuxP,5.371,,,,,
4,ἑνὶ,εἷς,n-s---nd-,DatLoc (Prep5),5.0,ATR,5.371,DatLoc (Prep5),,,,DatLoc (Prep5)
5,δούρατι,δόρυ,n-s---nd-,DatLoc (Prep5),3.0,OBJ,5.371,DatLoc (Prep5),,,,DatLoc (Prep5)
6,βαῖνε,βαίνω,v3siia---,ImpfDesc,14.0,PRED_CO,5.371,ImpfDesc,,,,ImpfDesc
7,",",",",u--------,,11.0,AuxX,5.371,,,,,
8,κέληθ',κέλης,n-s---ma-,AccObj,10.0,ATR,5.371,AccObj,,,,AccObj
9,ὡς,ὡς,c--------,adv indeclform,23.0,ADV,5.371,,,,,
10,ἵππον,ἵππος,n-s---ma-,AccObj,23.0,OBJ,5.371,AccObj,,,,AccObj
11,ἐλαύνων,ἐλαύνω,v-sppamn-,"NomSubj, PartCirc.2",6.0,ADV,5.371,NomSubj,PartCirc.2,,,NomSubj|PartCirc.2
12,",",",",u--------,,14.0,AuxX,5.371,,,,,
13,εἵματα,εἷμα,n-p---na-,AccObj,15.0,OBJ,5.372,AccObj,,,,AccObj
14,δ',δέ,g--------,particle indeclform,0.0,COORD,5.372,,,,,
15,ἐξαπέδυνε,ἐξαποδύνω,v3siia---,Aor,14.0,PRED_CO,5.372,Aor,,,,Aor
16,",",",",u--------,,19.0,AuxX,5.372,,,,,
17,τά,ὁ,p-p---na-,"AccObj, Pron8",19.0,OBJ,5.372,AccObj,,,,AccObj
18,οἱ,ἕ,p-s---md-,DatVerb,19.0,OBJ,5.372,DatVerb,,,,DatVerb
19,πόρε,πόρω,v3saia---,Aor,13.0,ATR,5.372,Aor,,,,Aor
20,δῖα,δῖος,a-s---fn-,NomSubj,21.0,ATR,5.372,NomSubj,,,,NomSubj
21,Καλυψώ,Καλυψώ,n-s---fn-,NomSubj,19.0,SBJ,5.372,NomSubj,,,,NomSubj
22,.,.,u--------,,0.0,AuxK,5.372,,,,,
1,αὐτίκα,αὐτίκα,d--------,adv indeclform,6.0,ADV,5.373,,,,,
2,δὲ,δέ,g--------,particle indeclform,9.0,AuxY,5.373,,,,,
3,κρήδεμνον,κρήδεμνον,n-s---na-,AccObj,6.0,OBJ,5.373,AccObj,,,,AccObj
4,ὑπὸ,ὑπό,r--------,Prep3,6.0,AuxP,5.373,,,,,
5,στέρνοιο,στέρνον,n-s---ng-,GenLoc (Prep3),4.0,OBJ,5.373,GenLoc (Prep3),,,,GenLoc (Prep3)
6,τάνυσσεν,τανύω,v3saia---,Aor,9.0,PRED_CO,5.373,Aor,,,,Aor
7,",",",",u--------,,9.0,AuxX,5.373,,,,,
8,αὐτὸς,αὐτός,a-s---mn-,"NomSubj, Pron2",12.0,AtvV,5.374,NomSubj,,,,NomSubj
9,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.374,,,,,
10,πρηνὴς,πρηνής,a-s---mn-,NomSubj,8.0,ATV,5.374,NomSubj,,,,NomSubj
11,ἁλὶ,ἅλς,n-s---md-,DatLoc,12.0,OBJ,5.374,DatLoc,,,,DatLoc
12,κάππεσε,καταπίπτω,v3saia---,AorIngr,9.0,PRED_CO,5.374,AorIngr,,,,AorIngr
13,",",",",u--------,,16.0,AuxX,5.374,,,,,
14,χεῖρε,χείρ,n-d---fa-,AccObj,15.0,OBJ,5.374,AccObj,,,,AccObj
15,πετάσσας,πετάννυμι,v-sapamn-,"NomSubj, PartCirc.7",16.0,ADV_CO,5.374,NomSubj,PartCirc.7,,,NomSubj|PartCirc.7
16,",",",",u--------,,12.0,COORD,5.374,,,,,
17,νηχέμεναι,νήχω,v--pna---,InfDyn,18.0,OBJ,5.375,InfDyn,,,,InfDyn
18,μεμαώς,μέμαα,v-srpamn-,"NomSubj, PartCirc.4",16.0,ADV_CO,5.375,NomSubj,PartCirc.4,,,NomSubj|PartCirc.4
19,.,.,u--------,,0.0,AuxK,5.375,,,,,
1,ἴδε,εἶδον,v3saia---,AorIngr,7.0,PRED_CO,5.375,AorIngr,,,,AorIngr
2,δὲ,δέ,g--------,particle indeclform,7.0,AuxY,5.375,,,,,
3,κρείων,κρείων,n-s---mn-,NomSubj,4.0,ATR,5.375,NomSubj,,,,NomSubj
4,ἐνοσίχθων,Ἐνοσίχθων,n-s---mn-,NomSubj,7.0,SBJ,5.375,NomSubj,,,,NomSubj
5,",",",",u--------,,7.0,AuxX,5.375,,,,,
6,κινήσας,κινέω,v-sapamn-,"NomSubj, PartCirc.1",11.0,ADV,5.376,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
7,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.376,,,,,
8,κάρη,κάρα,n-s---na-,AccObj,6.0,OBJ,5.376,AccObj,,,,AccObj
9,προτὶ,πρός,r--------,Prep5,11.0,AuxP,5.376,,,,,
10,ὃν,ἑός,a-s---ma-,"AccDirec.1 (Prep5), Pron3",12.0,ATR,5.376,,,,,
11,μυθήσατο,μυθέομαι,v3saie---,Aor,7.0,PRED_CO,5.376,Aor,,,,Aor
12,θυμόν,θυμός,n-s---ma-,AccDirec.1 (Prep5),9.0,OBJ,5.376,,,,,
13,·,·,u--------,,0.0,AuxK,5.376,,,,,
1,&quot;,&quot;,u--------,,7.0,AuxG,5.377,,,,,
2,οὕτω,οὕτως,d--------,adv indeclform,7.0,ADV,5.377,,,,,
3,νῦν,νῦν,d--------,adv indeclform,7.0,ADV,5.377,,,,,
4,κακὰ,κακός,a-p---na-,AccObj,6.0,OBJ,5.377,AccObj,,,,AccObj
5,πολλὰ,πολύς,a-p---na-,AccObj,4.0,ATR,5.377,AccObj,,,,AccObj
6,παθὼν,πάσχω,v-sapamn-,"NomSubj, PartCirc.2",7.0,ADV,5.377,NomSubj,PartCirc.2,,,NomSubj|PartCirc.2
7,ἀλόω,ἀλάομαι,v2spme---,ImprComm,0.0,PRED,5.377,ImprComm,,,,ImprComm
8,κατὰ,κατά,r--------,Prep5,7.0,AuxP,5.377,,,,,
9,πόντον,πόντος,n-s---ma-,AccDirec.1 (Prep5),8.0,OBJ,5.377,,,,,
10,",",",",u--------,,11.0,AuxX,5.377,,,,,
11,εἰς,εἰς,r--------,Prep3,7.0,AuxP,5.378,,,,,
12,ὅ,ὅς,p-s---na-,"AccDirec.1 (Prep3), Pron4",16.0,ADV,5.378,,,,,
13,κεν,ἄν,g--------,particle indeclform- w/ SubjHomer (Smyth 1813),16.0,AuxZ,5.378,,,,,
14,ἀνθρώποισι,ἄνθρωπος,n-p---md-,DatVerb,16.0,OBJ,5.378,DatVerb,,,,DatVerb
15,διοτρεφέεσσι,Διοτρεφής,a-p---md-,DatVerb,14.0,ATR,5.378,DatVerb,,,,DatVerb
16,μιγήῃς,μίγνυμι,v2sasp---,SubjHomer,11.0,ADV,5.378,SubjHomer,,,,SubjHomer
17,.,.,u--------,,0.0,AuxK,5.378,,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,6.0,AuxY,5.379,,,,,
2,οὐ,οὐ,d--------,adv indeclform,4.0,AuxZ,5.379,,,,,
3,δ',δέ,g--------,particle indeclform,4.0,AuxZ,5.379,,,,,
4,ὥς,ὡς,d--------,adv indeclform,6.0,ADV,5.379,,,,,
5,σε,σύ,p2s----a-,AccSubj,7.0,SBJ,5.379,AccSubj,,,,AccSubj
6,ἔολπα,ἔλπω,v1sria---,Perf,0.0,PRED,5.379,Perf,,,,Perf
7,ὀνόσσεσθαι,ὄνομαι,v--fnm---,InfDec,6.0,OBJ,5.379,InfDec,,,,InfDec
8,κακότητος,κακότης,n-s---fg-,GenCaus-- Perrin,7.0,OBJ,5.379,,,,,
9,.,.,u--------,,0.0,AuxK,5.379,,,,,
10,&quot;,&quot;,u--------,,6.0,AuxG,5.379,,,,,
1,ὣς,ὡς,d--------,adv indeclform,3.0,ADV,5.38,,,,,
2,ἄρα,ἄρα,g--------,particle indeclform,3.0,AuxY,5.38,,,,,
3,φωνήσας,φωνέω,v-sapamn-,"NomSubj, PartCirc.7",4.0,ADV,5.38,NomSubj,PartCirc.7,,,NomSubj|PartCirc.7
4,ἵμασεν,ἱμάσσω,v3saia---,AorIngr,9.0,PRED_CO,5.38,AorIngr,,,,AorIngr
5,καλλίτριχας,καλλίθριξ,n-p---ma-,AccObj,6.0,ATR,5.38,AccObj,,,,AccObj
6,ἵππους,ἵππος,n-p---ma-,AccObj,4.0,OBJ,5.38,AccObj,,,,AccObj
7,",",",",u--------,,9.0,AuxX,5.38,,,,,
8,ἵκετο,ἱκνέομαι,v3saim---,AorComp,9.0,PRED_CO,5.381,AorComp,,,,AorComp
9,δ',δέ,g--------,particle indeclform,0.0,COORD,5.381,,,,,
10,εἰς,εἰς,r--------,Prep3,8.0,AuxP,5.381,,,,,
11,Αἰγάς,Αἰγαί,n-p---fa-,AccDirec.1 (Prep3),10.0,OBJ,5.381,,,,,
12,",",",",u--------,,17.0,AuxX,5.381,,,,,
13,ὅθι,ὅθι,d--------,adv indeclform,17.0,ADV,5.381,,,,,
14,οἱ,ἕ,p-s---md-,DatPos,16.0,ATR,5.381,DatPos,,,,DatPos
15,κλυτὰ,κλυτός,a-p---nn-,NomSubj,16.0,ATR,5.381,NomSubj,,,,NomSubj
16,δώματ',δῶμα,n-p---nn-,NomSubj,17.0,SBJ,5.381,NomSubj,,,,NomSubj
17,ἔασιν,εἰμί,v3ppia---,"PresIter.1., Ind, Act",11.0,ATR,5.381,PresIter.1.,Ind,Act,,PresIter.1.|Ind|Act
18,.,.,u--------,,0.0,AuxK,5.381,,,,,
1,αὐτὰρ,ἀτάρ,g--------,particle indeclform,6.0,AuxY,5.382,,,,,
2,Ἀθηναίη,Ἀθήνη,n-s---fn-,NomSubj,8.0,SBJ_AP,5.382,NomSubj,,,,NomSubj
3,κούρη,κόρη,n-s---fn-,NomInd,8.0,SBJ_AP,5.382,NomInd,,,,NomInd
4,Διὸς,Ζεύς,n-s---mg-,GenPos,3.0,ATR,5.382,GenPos,,,,GenPos
5,ἄλλ',ἄλλος,a-p---na-,AccObj,6.0,OBJ,5.382,AccObj,,,,AccObj
6,ἐνόησεν,νοέω,v3saia---,AorIngr,0.0,PRED,5.382,AorIngr,,,,AorIngr
7,.,.,u--------,,0.0,AuxK,5.382,,,,,
1,ἦ,ἦ,d--------,adv indeclform,6.0,AuxY,5.383,,,,,
2,τοι,τοι,g--------,particle indeclform,6.0,AuxY,5.383,,,,,
3,τῶν,ὁ,l-p---mg-,"GenPos, ArtSubs",5.0,ATR,5.383,GenPos,ArtSubs,,,GenPos|ArtSubs
4,ἄλλων,ἄλλος,a-p---mg-,GenPos,5.0,ATR,5.383,GenPos,,,,GenPos
5,ἀνέμων,ἄνεμος,n-p---mg-,GenPos,7.0,ATR,5.383,GenPos,,,,GenPos
6,κατέδησε,καταδέω,v3saia---,AorComp,10.0,PRED_CO,5.383,AorComp,,,,AorComp
7,κελεύθους,κέλευθος,n-p---fa-,AccObj,6.0,OBJ,5.383,AccObj,,,,AccObj
8,",",",",u--------,,10.0,AuxX,5.383,,,,,
9,παύσασθαι,παύω,v--anm---,InfDyn,12.0,OBJ_CO,5.384,InfDyn,,,,InfDyn
10,δ',δέ,g--------,particle indeclform,0.0,COORD,5.384,,,,,
11,ἐκέλευσε,κελεύω,v3saia---,Aor,10.0,PRED_CO,5.384,Aor,,,,Aor
12,καὶ,καί,c--------,conj indeclform,11.0,COORD,5.384,,,,,
13,εὐνηθῆναι,εὐνάω,v--anp---,InfDyn,12.0,OBJ_CO,5.384,InfDyn,,,,InfDyn
14,ἅπαντας,ἅπας,a-p---ma-,AccSubj,12.0,SBJ,5.384,AccSubj,,,,AccSubj
15,·,·,u--------,,0.0,AuxK,5.384,,,,,
1,ὦρσε,ὄρνυμι,v3saia---,Aor,8.0,PRED_CO,5.385,Aor,,,,Aor
2,δ',δέ,g--------,particle indeclform,8.0,COORD,5.385,,,,,
3,ἐπὶ,ἐπί,r--------,tmesis,1.0,AuxZ,5.385,,,,,
4,κραιπνὸν,κραιπνός,a-s---ma-,AccObj,5.0,ATR,5.385,AccObj,,,,AccObj
5,Βορέην,Βορέας,n-s---ma-,AccObj,1.0,OBJ,5.385,AccObj,,,,AccObj
6,",",",",u--------,,8.0,AuxX,5.385,,,,,
7,πρὸ,πρό,r--------,tmesis,10.0,AuxZ,5.385,,,,,
8,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.385,,,,,
9,κύματ',κῦμα,n-p---na-,AccObj,10.0,OBJ,5.385,AccObj,,,,AccObj
10,ἔαξεν,ἄγνυμι,v3saia---,Aor,8.0,PRED_CO,5.385,Aor,,,,Aor
11,",",",",u--------,,12.0,AuxX,5.385,,,,,
12,ἧος,ἕως,c--------,conj indeclform,8.0,AuxC,5.386,,,,,
13,ὃ,ὅς,p-s---mn-,"NomSubj, Pron4",16.0,ADV,5.386,NomSubj,,,,NomSubj
14,Φαιήκεσσι,Φαίαξ,n-p---md-,DatVerb,16.0,OBJ,5.386,DatVerb,,,,DatVerb
15,φιληρέτμοισι,φιλήρετμος,a-p---md-,DatVerb,14.0,ATR,5.386,DatVerb,,,,DatVerb
16,μιγείη,μίγνυμι,v3saop---,"OptPoten,PURPOSEZZZ",12.0,ADV,5.386,OptPoten,,,,OptPoten
17,διογενὴς,διογενής,a-s---mn-,NomSubj,18.0,ATR,5.387,NomSubj,,,,NomSubj
18,Ὀδυσεὺς,Ὀδυσσεύς,n-s---mn-,NomSubj,16.0,SBJ,5.387,NomSubj,,,,NomSubj
19,θάνατον,θάνατος,n-s---ma-,AccObj,20.0,OBJ_CO,5.387,AccObj,,,,AccObj
20,καὶ,καί,c--------,conj indeclform,22.0,COORD,5.387,,,,,
21,κῆρας,κήρ,n-p---ma-,AccObj,20.0,OBJ_CO,5.387,AccObj,,,,AccObj
22,ἀλύξας,ἀλύσκω,v-sapamn-,"NomSubj, PartCirc.5",16.0,ADV,5.387,NomSubj,PartCirc.5,,,NomSubj|PartCirc.5
23,.,.,u--------,,0.0,AuxK,5.387,,,,,
1,ἔνθα,ἔνθα,d--------,adv indeclform,9.0,ADV,5.388,,,,,
2,δύω,δύο,m--------,numeral indeclform,3.0,ATR,5.388,,,,,
3,νύκτας,νύξ,n-p---fa-,AccTime,5.0,ADV_CO,5.388,AccTime,,,,AccTime
4,δύο,δύο,m--------,numeral indeclform,6.0,ATR,5.388,,,,,
5,τ',τε,g--------,particle indeclform,9.0,COORD,5.388,,,,,
6,ἤματα,ἦμαρ,n-p---na-,AccTime,5.0,ADV_CO,5.388,AccTime,,,,AccTime
7,κύματι,κῦμα,n-s---nd-,DatAgent,9.0,ADV,5.388,DatAgent,,,,DatAgent
8,πηγῷ,πηγός,a-s---nd-,DatAgent,7.0,ATR,5.388,DatAgent,,,,DatAgent
9,πλάζετο,πλάζω,v3siie---,ImpfDesc,12.0,PRED_CO,5.389,ImpfDesc,,,,ImpfDesc
10,",",",",u--------,,12.0,AuxX,5.389,,,,,
11,πολλὰ,πολύς,a-p---na-,AccAdv,15.0,ADV,5.389,AccAdv,,,,AccAdv
12,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.389,,,,,
13,οἱ,ἕ,p-s---md-,"DatPos, Pron4",14.0,ATR,5.389,DatPos,,,,DatPos
14,κραδίη,καρδία,n-s---fn-,NomSubj,15.0,SBJ,5.389,NomSubj,,,,NomSubj
15,προτιόσσετ',προτιόσσομαι,v3siie---,ImpfDesc,12.0,PRED_CO,5.389,ImpfDesc,,,,ImpfDesc
16,ὄλεθρον,ὄλεθρος,n-s---ma-,AccObj,15.0,OBJ,5.389,AccObj,,,,AccObj
17,.,.,u--------,,0.0,AuxK,5.389,,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,16.0,AuxY,5.39,,,,,
2,ὅτε,ὅτε,c--------,conj indeclform,16.0,AuxC,5.39,,,,,
3,δὴ,δή,g--------,particle indeclform,7.0,AuxY,5.39,,,,,
4,τρίτον,τρίτος,a-s---na-,AccObj,5.0,ATR,5.39,AccObj,,,,AccObj
5,ἦμαρ,ἦμαρ,n-s---na-,AccObj,7.0,OBJ,5.39,AccObj,,,,AccObj
6,ἐυπλόκαμος,εὐπλόκαμος,a-s---fn-,NomSubj,8.0,ATR,5.39,NomSubj,,,,NomSubj
7,τέλεσ',τελέω,v3saia---,Aor,2.0,ADV,5.39,Aor,,,,Aor
8,Ἠώς,ἠώς,n-s---fn-,NomSubj,7.0,SBJ,5.39,NomSubj,,,,NomSubj
9,",",",",u--------,,2.0,AuxX,5.39,,,,,
10,καὶ,καί,d--------,conj indeclform,16.0,AuxY,5.391,,,,,
11,τότ',τότε,d--------,adv indeclform,16.0,ADV,5.391,,,,,
12,ἔπειτ',ἔπειτα,d--------,adv indeclform,16.0,ADV,5.391,,,,,
13,ἄνεμος,ἄνεμος,n-s---mn-,NomSubj,15.0,SBJ,5.391,NomSubj,,,,NomSubj
