ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4
2,δὲ,δέ,g--------,particle indeclform,7.0,AuxY,5.375,particle indeclform,,,
3,κρείων,κρείων,n-s---mn-,NomSubj,4.0,ATR,5.375,NomSubj,,,
4,ἐνοσίχθων,Ἐνοσίχθων,n-s---mn-,NomSubj,7.0,SBJ,5.375,NomSubj,,,
5,",",",",u--------,,7.0,AuxX,5.375,,,,
6,κινήσας,κινέω,v-sapamn-,"NomSubj, PartCirc.1",11.0,ADV,5.376,NomSubj,PartCirc.1,,
7,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.376,particle indeclform,,,
8,κάρη,κάρα,n-s---na-,AccObj,6.0,OBJ,5.376,AccObj,,,
9,προτὶ,πρός,r--------,Prep5,11.0,AuxP,5.376,Prep5,,,
10,ὃν,ἑός,a-s---ma-,"AccDirec.1 (Prep5), Pron3",12.0,ATR,5.376,AccDirec.1 (Prep5),Pron3,,
11,μυθήσατο,μυθέομαι,v3saie---,Aor,7.0,PRED_CO,5.376,Aor,,,
12,θυμόν,θυμός,n-s---ma-,AccDirec.1 (Prep5),9.0,OBJ,5.376,AccDirec.1 (Prep5),,,
13,·,·,u--------,,0.0,AuxK,5.376,,,,
1,&quot;,&quot;,u--------,,7.0,AuxG,5.377,,,,
2,οὕτω,οὕτως,d--------,adv indeclform,7.0,ADV,5.377,adv indeclform,,,
3,νῦν,νῦν,d--------,adv indeclform,7.0,ADV,5.377,adv indeclform,,,
4,κακὰ,κακός,a-p---na-,AccObj,6.0,OBJ,5.377,AccObj,,,
5,πολλὰ,πολύς,a-p---na-,AccObj,4.0,ATR,5.377,AccObj,,,
6,παθὼν,πάσχω,v-sapamn-,"NomSubj, PartCirc.2",7.0,ADV,5.377,NomSubj,PartCirc.2,,
7,ἀλόω,ἀλάομαι,v2spme---,ImprComm,0.0,PRED,5.377,ImprComm,,,
8,κατὰ,κατά,r--------,Prep5,7.0,AuxP,5.377,Prep5,,,
9,πόντον,πόντος,n-s---ma-,AccDirec.1 (Prep5),8.0,OBJ,5.377,AccDirec.1 (Prep5),,,
10,",",",",u--------,,11.0,AuxX,5.377,,,,
11,εἰς,εἰς,r--------,Prep3,7.0,AuxP,5.378,Prep3,,,
12,ὅ,ὅς,p-s---na-,"AccDirec.1 (Prep3), Pron4",16.0,ADV,5.378,AccDirec.1 (Prep3),Pron4,,
13,κεν,ἄν,g--------,particle indeclform- w/ SubjHomer (Smyth 1813),16.0,AuxZ,5.378,particle indeclform- w/ SubjHomer (Smyth 1813),,,
14,ἀνθρώποισι,ἄνθρωπος,n-p---md-,DatVerb,16.0,OBJ,5.378,DatVerb,,,
15,διοτρεφέεσσι,Διοτρεφής,a-p---md-,DatVerb,14.0,ATR,5.378,DatVerb,,,
16,μιγήῃς,μίγνυμι,v2sasp---,SubjHomer,11.0,ADV,5.378,SubjHomer,,,
17,.,.,u--------,,0.0,AuxK,5.378,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,6.0,AuxY,5.379,adv indeclform,,,
2,οὐ,οὐ,d--------,adv indeclform,4.0,AuxZ,5.379,adv indeclform,,,
3,δ',δέ,g--------,particle indeclform,4.0,AuxZ,5.379,particle indeclform,,,
4,ὥς,ὡς,d--------,adv indeclform,6.0,ADV,5.379,adv indeclform,,,
5,σε,σύ,p2s----a-,AccSubj,7.0,SBJ,5.379,AccSubj,,,
6,ἔολπα,ἔλπω,v1sria---,Perf,0.0,PRED,5.379,Perf,,,
7,ὀνόσσεσθαι,ὄνομαι,v--fnm---,InfDec,6.0,OBJ,5.379,InfDec,,,
8,κακότητος,κακότης,n-s---fg-,GenCaus-- Perrin,7.0,OBJ,5.379,GenCaus-- Perrin,,,
9,.,.,u--------,,0.0,AuxK,5.379,,,,
10,&quot;,&quot;,u--------,,6.0,AuxG,5.379,,,,
1,ὣς,ὡς,d--------,adv indeclform,3.0,ADV,5.38,adv indeclform,,,
2,ἄρα,ἄρα,g--------,particle indeclform,3.0,AuxY,5.38,particle indeclform,,,
3,φωνήσας,φωνέω,v-sapamn-,"NomSubj, PartCirc.7",4.0,ADV,5.38,NomSubj,PartCirc.7,,
4,ἵμασεν,ἱμάσσω,v3saia---,AorIngr,9.0,PRED_CO,5.38,AorIngr,,,
5,καλλίτριχας,καλλίθριξ,n-p---ma-,AccObj,6.0,ATR,5.38,AccObj,,,
6,ἵππους,ἵππος,n-p---ma-,AccObj,4.0,OBJ,5.38,AccObj,,,
7,",",",",u--------,,9.0,AuxX,5.38,,,,
8,ἵκετο,ἱκνέομαι,v3saim---,AorComp,9.0,PRED_CO,5.381,AorComp,,,
9,δ',δέ,g--------,particle indeclform,0.0,COORD,5.381,particle indeclform,,,
10,εἰς,εἰς,r--------,Prep3,8.0,AuxP,5.381,Prep3,,,
11,Αἰγάς,Αἰγαί,n-p---fa-,AccDirec.1 (Prep3),10.0,OBJ,5.381,AccDirec.1 (Prep3),,,
12,",",",",u--------,,17.0,AuxX,5.381,,,,
13,ὅθι,ὅθι,d--------,adv indeclform,17.0,ADV,5.381,adv indeclform,,,
14,οἱ,ἕ,p-s---md-,DatPos,16.0,ATR,5.381,DatPos,,,
15,κλυτὰ,κλυτός,a-p---nn-,NomSubj,16.0,ATR,5.381,NomSubj,,,
16,δώματ',δῶμα,n-p---nn-,NomSubj,17.0,SBJ,5.381,NomSubj,,,
17,ἔασιν,εἰμί,v3ppia---,"PresIter.1., Ind, Act",11.0,ATR,5.381,PresIter.1.,Ind,Act,
18,.,.,u--------,,0.0,AuxK,5.381,,,,
1,αὐτὰρ,ἀτάρ,g--------,particle indeclform,6.0,AuxY,5.382,particle indeclform,,,
2,Ἀθηναίη,Ἀθήνη,n-s---fn-,NomSubj,8.0,SBJ_AP,5.382,NomSubj,,,
3,κούρη,κόρη,n-s---fn-,NomInd,8.0,SBJ_AP,5.382,NomInd,,,
4,Διὸς,Ζεύς,n-s---mg-,GenPos,3.0,ATR,5.382,GenPos,,,
5,ἄλλ',ἄλλος,a-p---na-,AccObj,6.0,OBJ,5.382,AccObj,,,
6,ἐνόησεν,νοέω,v3saia---,AorIngr,0.0,PRED,5.382,AorIngr,,,
7,.,.,u--------,,0.0,AuxK,5.382,,,,
1,ἦ,ἦ,d--------,adv indeclform,6.0,AuxY,5.383,adv indeclform,,,
2,τοι,τοι,g--------,particle indeclform,6.0,AuxY,5.383,particle indeclform,,,
3,τῶν,ὁ,l-p---mg-,"GenPos, ArtSubs",5.0,ATR,5.383,GenPos,ArtSubs,,
4,ἄλλων,ἄλλος,a-p---mg-,GenPos,5.0,ATR,5.383,GenPos,,,
5,ἀνέμων,ἄνεμος,n-p---mg-,GenPos,7.0,ATR,5.383,GenPos,,,
6,κατέδησε,καταδέω,v3saia---,AorComp,10.0,PRED_CO,5.383,AorComp,,,
7,κελεύθους,κέλευθος,n-p---fa-,AccObj,6.0,OBJ,5.383,AccObj,,,
8,",",",",u--------,,10.0,AuxX,5.383,,,,
9,παύσασθαι,παύω,v--anm---,InfDyn,12.0,OBJ_CO,5.384,InfDyn,,,
10,δ',δέ,g--------,particle indeclform,0.0,COORD,5.384,particle indeclform,,,
11,ἐκέλευσε,κελεύω,v3saia---,Aor,10.0,PRED_CO,5.384,Aor,,,
12,καὶ,καί,c--------,conj indeclform,11.0,COORD,5.384,conj indeclform,,,
13,εὐνηθῆναι,εὐνάω,v--anp---,InfDyn,12.0,OBJ_CO,5.384,InfDyn,,,
14,ἅπαντας,ἅπας,a-p---ma-,AccSubj,12.0,SBJ,5.384,AccSubj,,,
15,·,·,u--------,,0.0,AuxK,5.384,,,,
1,ὦρσε,ὄρνυμι,v3saia---,Aor,8.0,PRED_CO,5.385,Aor,,,
2,δ',δέ,g--------,particle indeclform,8.0,COORD,5.385,particle indeclform,,,
3,ἐπὶ,ἐπί,r--------,tmesis,1.0,AuxZ,5.385,tmesis,,,
4,κραιπνὸν,κραιπνός,a-s---ma-,AccObj,5.0,ATR,5.385,AccObj,,,
5,Βορέην,Βορέας,n-s---ma-,AccObj,1.0,OBJ,5.385,AccObj,,,
6,",",",",u--------,,8.0,AuxX,5.385,,,,
7,πρὸ,πρό,r--------,tmesis,10.0,AuxZ,5.385,tmesis,,,
8,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.385,particle indeclform,,,
9,κύματ',κῦμα,n-p---na-,AccObj,10.0,OBJ,5.385,AccObj,,,
10,ἔαξεν,ἄγνυμι,v3saia---,Aor,8.0,PRED_CO,5.385,Aor,,,
11,",",",",u--------,,12.0,AuxX,5.385,,,,
12,ἧος,ἕως,c--------,conj indeclform,8.0,AuxC,5.386,conj indeclform,,,
13,ὃ,ὅς,p-s---mn-,"NomSubj, Pron4",16.0,ADV,5.386,NomSubj,Pron4,,
14,Φαιήκεσσι,Φαίαξ,n-p---md-,DatVerb,16.0,OBJ,5.386,DatVerb,,,
15,φιληρέτμοισι,φιλήρετμος,a-p---md-,DatVerb,14.0,ATR,5.386,DatVerb,,,
16,μιγείη,μίγνυμι,v3saop---,"OptPoten,PURPOSEZZZ",12.0,ADV,5.386,OptPoten,PURPOSEZZZ,,
17,διογενὴς,διογενής,a-s---mn-,NomSubj,18.0,ATR,5.387,NomSubj,,,
18,Ὀδυσεὺς,Ὀδυσσεύς,n-s---mn-,NomSubj,16.0,SBJ,5.387,NomSubj,,,
19,θάνατον,θάνατος,n-s---ma-,AccObj,20.0,OBJ_CO,5.387,AccObj,,,
20,καὶ,καί,c--------,conj indeclform,22.0,COORD,5.387,conj indeclform,,,
21,κῆρας,κήρ,n-p---ma-,AccObj,20.0,OBJ_CO,5.387,AccObj,,,
22,ἀλύξας,ἀλύσκω,v-sapamn-,"NomSubj, PartCirc.5",16.0,ADV,5.387,NomSubj,PartCirc.5,,
23,.,.,u--------,,0.0,AuxK,5.387,,,,
1,ἔνθα,ἔνθα,d--------,adv indeclform,9.0,ADV,5.388,adv indeclform,,,
2,δύω,δύο,m--------,numeral indeclform,3.0,ATR,5.388,numeral indeclform,,,
3,νύκτας,νύξ,n-p---fa-,AccTime,5.0,ADV_CO,5.388,AccTime,,,
4,δύο,δύο,m--------,numeral indeclform,6.0,ATR,5.388,numeral indeclform,,,
5,τ',τε,g--------,particle indeclform,9.0,COORD,5.388,particle indeclform,,,
6,ἤματα,ἦμαρ,n-p---na-,AccTime,5.0,ADV_CO,5.388,AccTime,,,
7,κύματι,κῦμα,n-s---nd-,DatAgent,9.0,ADV,5.388,DatAgent,,,
8,πηγῷ,πηγός,a-s---nd-,DatAgent,7.0,ATR,5.388,DatAgent,,,
9,πλάζετο,πλάζω,v3siie---,ImpfDesc,12.0,PRED_CO,5.389,ImpfDesc,,,
10,",",",",u--------,,12.0,AuxX,5.389,,,,
11,πολλὰ,πολύς,a-p---na-,AccAdv,15.0,ADV,5.389,AccAdv,,,
12,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.389,particle indeclform,,,
13,οἱ,ἕ,p-s---md-,"DatPos, Pron4",14.0,ATR,5.389,DatPos,Pron4,,
14,κραδίη,καρδία,n-s---fn-,NomSubj,15.0,SBJ,5.389,NomSubj,,,
15,προτιόσσετ',προτιόσσομαι,v3siie---,ImpfDesc,12.0,PRED_CO,5.389,ImpfDesc,,,
16,ὄλεθρον,ὄλεθρος,n-s---ma-,AccObj,15.0,OBJ,5.389,AccObj,,,
17,.,.,u--------,,0.0,AuxK,5.389,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,16.0,AuxY,5.39,adv indeclform,,,
2,ὅτε,ὅτε,c--------,conj indeclform,16.0,AuxC,5.39,conj indeclform,,,
3,δὴ,δή,g--------,particle indeclform,7.0,AuxY,5.39,particle indeclform,,,
4,τρίτον,τρίτος,a-s---na-,AccObj,5.0,ATR,5.39,AccObj,,,
5,ἦμαρ,ἦμαρ,n-s---na-,AccObj,7.0,OBJ,5.39,AccObj,,,
6,ἐυπλόκαμος,εὐπλόκαμος,a-s---fn-,NomSubj,8.0,ATR,5.39,NomSubj,,,
7,τέλεσ',τελέω,v3saia---,Aor,2.0,ADV,5.39,Aor,,,
8,Ἠώς,ἠώς,n-s---fn-,NomSubj,7.0,SBJ,5.39,NomSubj,,,
9,",",",",u--------,,2.0,AuxX,5.39,,,,
10,καὶ,καί,d--------,conj indeclform,16.0,AuxY,5.391,conj indeclform,,,
11,τότ',τότε,d--------,adv indeclform,16.0,ADV,5.391,adv indeclform,,,
12,ἔπειτ',ἔπειτα,d--------,adv indeclform,16.0,ADV,5.391,adv indeclform,,,
13,ἄνεμος,ἄνεμος,n-s---mn-,NomSubj,15.0,SBJ,5.391,NomSubj,,,
14,μὲν,μέν,g--------,particle indeclform,16.0,AuxY,5.391,particle indeclform,,,
15,ἐπαύσατο,παύω,v3saim---,"AorIngr, MidDir",16.0,PRED_CO,5.391,AorIngr,MidDir,,
16,ἠδὲ,ἠδέ,c--------,conj indeclform,0.0,COORD,5.391,conj indeclform,,,
17,γαλήνη,γαλήνη,n-s---fn-,NomSubj,18.0,SBJ,5.391,NomSubj,,,
18,ἔπλετο,πέλω,v3siie---,ImpfDesc,16.0,PRED_CO,5.392,ImpfDesc,,,
19,νηνεμίη,νηνέμιος,a-s---fn-,NomSubj,17.0,ATR,5.392,NomSubj,,,
20,·,·,u--------,,0.0,AuxK,5.392,,,,
1,ὁ,ὁ,p-s---mn-,"NomSubj, Pron4",5.0,SBJ,5.392,NomSubj,Pron4,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.392,particle indeclform,,,
3,ἄρα,ἄρα,g--------,particle indeclform,5.0,AuxY,5.392,particle indeclform,,,
4,σχεδὸν,σχεδόν,d--------,adv indeclform,16.0,ADV,5.392,adv indeclform,,,
5,εἴσιδε,εἰσοράω,v3saia---,Aor,2.0,PRED_CO,5.392,Aor,,,
6,γαῖαν,γαῖα,n-s---fa-,AccObj,5.0,OBJ,5.392,AccObj,,,
7,ὀξὺ,ὀξύς,a-s---na-,AccAdv; oxys-cunliffe-lex-3.a - very precise word sense,9.0,ADV,5.393,AccAdv; oxys-cunliffe-lex-3.a - very precise word sense,,,
8,μάλα,μάλα,d--------,adv indeclform,7.0,AuxZ,5.393,adv indeclform,,,
9,προϊδών,προεῖδον,v-sapamn-,"NomSubj, PartCirc.3",10.0,ADV_CO,5.393,NomSubj,PartCirc.3,,
10,",",",",u--------,,5.0,COORD,5.393,,,,
11,μεγάλου,μέγας,a-s---ng-,GenSep (Prep5),13.0,ATR,5.393,GenSep (Prep5),,,
12,ὑπὸ,ὑπό,r--------,Prep5; THIS IS HUPO + GEN OF AGENT -- BUT USED OF A THING; See Hainsworth comment; important to mention in learning grammar.,14.0,AuxP,5.393,Prep5; THIS IS HUPO + GEN OF AGENT -- BUT USED OF A THING; See Hainsworth comment; important to mention in learning grammar.,,,
13,κύματος,κῦμα,n-s---ng-,GenSep (Prep5),12.0,OBJ,5.393,GenSep (Prep5),,,
14,ἀρθείς,αἴρω,v-sappmn-,"NomSubj, PartCirc.4",10.0,ADV_CO,5.393,NomSubj,PartCirc.4,,
15,.,.,u--------,,0.0,AuxK,5.393,,,,
1,ὡς,ὡς,c--------,adv indeclform,52.0,ADV,5.394,adv indeclform,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.394,particle indeclform,,,
3,ὅτ',ὅτε,c--------,conj indeclform,40.0,AuxC,5.394,conj indeclform,,,
4,ἂν,ἄν,g--------,particle indeclform,8.0,AuxZ,5.394,particle indeclform,,,
5,ἀσπάσιος,ἀσπάσιος,a-s---mn-,NomSubj,6.0,ATV,5.394,NomSubj,,,
6,βίοτος,βίοτος,n-s---mn-,NomSubj,8.0,SBJ,5.394,NomSubj,,,
7,παίδεσσι,παῖς,n-p---md-,DatVerb,8.0,OBJ,5.394,DatVerb,,,
8,φανήῃ,φαίνω,v3sasp---,"SubjSubor, Pass",52.0,ADV_CO,5.394,SubjSubor,Pass,,
9,πατρός,πατήρ,n-s---mg-,GenPos,6.0,ATR,5.395,GenPos,,,
10,",",",",u--------,,23.0,AuxX,5.395,,,,
11,ὃς,ὅς,p-s---mn-,"NomSubj, Pron8",14.0,SBJ,5.395,NomSubj,Pron8,,
12,ἐν,ἐν,r--------,Prep5,14.0,AuxP,5.395,Prep5,,,
13,νούσῳ,νόσος,n-s---fd-,DatMean (Prep5),12.0,ADV,5.395,DatMean (Prep5),,,
14,κεῖται,κεῖμαι,v3spie---,"PresIter, MidDir",23.0,ATR_CO,5.395,PresIter,MidDir,,
15,κρατέρ',κρατερός,a-p---na-,AccObj,16.0,ATR,5.395,AccObj,,,
16,ἄλγεα,ἄλγος,n-p---na-,AccObj,17.0,OBJ,5.395,AccObj,,,
17,πάσχων,πάσχω,v-sppamn-,"NomSubj, PartCirc.1",18.0,ADV_CO,5.395,NomSubj,PartCirc.1,,
18,",",",",u--------,,14.0,COORD,5.395,,,,
19,δηρὸν,δηρός,a-s---na-,AccAdv,20.0,ADV,5.396,AccAdv,,,
20,τηκόμενος,τήκω,v-sppemn-,"NomSubj, PartCirc.1",18.0,ADV_CO,5.396,NomSubj,PartCirc.1,,
21,",",",",u--------,,23.0,AuxX,5.396,,,,
22,στυγερὸς,στυγερός,a-s---mn-,NomSubj,26.0,ATR,5.396,NomSubj,,,
23,δέ,δέ,g--------,particle indeclform,9.0,COORD,5.396,particle indeclform,,,
24,οἱ,ἕ,p-s---md-,"DatVerb, Pron4",25.0,OBJ,5.396,DatVerb,Pron4,,
25,ἔχραε,χράω,v3siia---,AorGnom,23.0,ATR_CO,5.396,AorGnom,,,
26,δαίμων,δαίμων,n-s---mn-,NomSubj,25.0,SBJ,5.396,NomSubj,,,
27,",",",",u--------,,29.0,AuxX,5.396,,,,
28,ἀσπάσιον,ἀσπάσιος,a-s---ma-,AccObj,31.0,ATV,5.397,AccObj,,,
29,δ',δέ,g--------,particle indeclform,3.0,COORD,5.397,particle indeclform,,,
30,ἄρα,ἄρα,g--------,particle indeclform,35.0,AuxY,5.397,particle indeclform,,,
31,τόν,ὁ,p-s---ma-,AccObj,35.0,OBJ,5.397,AccObj,,,
32,γε,γε,g--------,particle indeclform,31.0,AuxZ,5.397,particle indeclform,,,
33,θεοὶ,θεός,n-p---mn-,NomSubj,35.0,SBJ,5.397,NomSubj,,,
34,κακότητος,κακότης,n-s---fg-,GenVerb.1,35.0,OBJ,5.397,GenVerb.1,,,
35,ἔλυσαν,λύω,v3paia---,AorGnom,52.0,ADV_CO,5.397,AorGnom,,,
36,",",",",u--------,,3.0,AuxX,5.397,,,,
37,ὣς,ὡς,d--------,adv indeclform,40.0,ADV,5.398,adv indeclform,,,
38,Ὀδυσεῖ,Ὀδυσσεύς,n-s---md-,DatVerb,40.0,OBJ,5.398,DatVerb,,,
39,ἀσπαστὸν,ἀσπαστός,a-s---nn-,NomSubj,40.0,ADV,5.398,NomSubj,,,
40,ἐείσατο,εἶδον,v3saim---,AorGnom,46.0,PRED_CO,5.398,AorGnom,,,
41,γαῖα,γαῖα,n-s---fn-,NomSubj,42.0,SBJ_CO,5.398,NomSubj,,,
42,καὶ,καί,c--------,conj indeclform,40.0,COORD,5.398,conj indeclform,,,
43,ὕλη,ὕλη,n-s---fn-,NomSubj,42.0,SBJ_CO,5.398,NomSubj,,,
44,",",",",u--------,,46.0,AuxX,5.398,,,,
45,νῆχε,νήχω,v3siia---,ImpfDesc,46.0,PRED_CO,5.399,ImpfDesc,,,
46,δ',δέ,g--------,particle indeclform,2.0,COORD,5.399,particle indeclform,,,
47,ἐπειγόμενος,ἐπείγω,v-sppemn-,"NomSubj, PartCirc.1",45.0,ADV,5.399,NomSubj,PartCirc.1,,
48,ποσὶν,πούς,n-p---md-,DatInstr,50.0,ADV,5.399,DatInstr,,,
49,ἠπείρου,ἤπειρος,n-s---fg-,GenVerb.7,50.0,OBJ,5.399,GenVerb.7,,,
50,ἐπιβῆναι,ἐπιβαίνω,v--ana---,InfDyn,47.0,OBJ,5.399,InfDyn,,,
51,.,.,u--------,,0.0,AuxK,5.399,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,13.0,AuxY,5.4,adv indeclform,,,
2,ὅτε,ὅτε,c--------,conj indeclform,13.0,AuxC,5.4,conj indeclform,,,
3,τόσσον,τόσος,a-s---na-,AccAdv,4.0,ADV,5.4,AccAdv,,,
4,ἀπῆν,ἄπειμι,v3siia---,ImpfDesc,2.0,ATR,5.4,ImpfDesc,,,
5,ὅσσον,ὅσος,a-s---ma-,AccAdv,7.0,ADV,5.4,AccAdv,,,
6,τε,τε,g--------,particle indeclform,7.0,AuxY,5.4,particle indeclform,,,
7,γέγωνε,γέγωνα,v3sria---,Perf,3.0,ATR,5.4,Perf,,,
8,βοήσας,βοάω,v-sapamn-,"NomSubj, PartCirc.3",7.0,ADV,5.4,NomSubj,PartCirc.3,,
9,",",",",u--------,,2.0,AuxX,5.4,,,,
10,καὶ,καί,d--------,conj indeclform,13.0,AuxY,5.401,conj indeclform,,,
11,δὴ,δή,g--------,particle indeclform,13.0,AuxY,5.401,particle indeclform,,,
12,δοῦπον,δοῦπος,n-s---ma-,AccObj,13.0,OBJ,5.401,AccObj,,,
13,ἄκουσε,ἀκούω,v3saia---,Aor,0.0,PRED,5.401,Aor,,,
14,ποτὶ,πρός,r--------,Prep5,13.0,AuxP,5.401,Prep5,,,
15,σπιλάδεσσι,σπιλάς,n-p---fd-,DatLoc (Prep5),14.0,ATR,5.401,DatLoc (Prep5),,,
16,θαλάσσης,θάλασσα,n-s---fg-,GenSubj,12.0,ATR,5.401,GenSubj,,,
17,·,·,u--------,,0.0,AuxK,5.401,,,,
1,ῥόχθει,ῥοχθέω,v3siia---,ImpfDesc,12.0,PRED_CO,5.402,ImpfDesc,,,
2,γὰρ,γάρ,g--------,particle indeclform,1.0,AuxY,5.402,particle indeclform,,,
3,μέγα,μέγας,a-s---nn-,NomSubj,4.0,ATR,5.402,NomSubj,,,
4,κῦμα,κῦμα,n-s---nn-,NomSubj,1.0,SBJ,5.402,NomSubj,,,
5,ποτὶ,πρός,r--------,Prep5,1.0,AuxP,5.402,Prep5,,,
6,ξερὸν,ξερόν,n-s---na-,AccDirec.1 (Prep5),5.0,OBJ,5.402,AccDirec.1 (Prep5),,,
7,ἠπείροιο,ἤπειρος,n-s---fg-,GenPos,6.0,ATR,5.402,GenPos,,,
8,δεινὸν,δεινός,a-s---na-,AccAdv,9.0,ADV,5.403,AccAdv,,,
9,ἐρευγόμενον,ἐρεύγομαι,v-sppenn-,"NomSubj, PartCirc.1",1.0,ADV,5.403,NomSubj,PartCirc.1,,
10,",",",",u--------,,12.0,AuxX,5.403,,,,
11,εἴλυτο,εἰλύω,v3slie---,"Pperf, MidIndir",12.0,PRED_CO,5.403,Pperf,MidIndir,,
12,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.403,particle indeclform,,,
13,πάνθ',πᾶς,a-p---nn-,NomSubj,11.0,SBJ,5.403,NomSubj,,,
14,ἁλὸς,ἅλς,n-s---mg-,GenPos,15.0,ATR,5.403,GenPos,,,
15,ἄχνῃ,ἄχνη,n-s---fd-,DatAgent,11.0,ADV,5.403,DatAgent,,,
16,·,·,u--------,,0.0,AuxK,5.403,,,,
1,οὐ,οὐ,d--------,adv indeclform,3.0,AuxZ,5.404,adv indeclform,,,
2,γὰρ,γάρ,g--------,particle indeclform,3.0,AuxY,5.404,particle indeclform,,,
3,ἔσαν,εἰμί,v3piia---,ImpfDesc,9.0,PRED_CO,5.404,ImpfDesc,,,
4,λιμένες,λιμήν,n-p---mn-,NomPred,12.0,SBJ_AP,5.404,NomPred,,,
5,νηῶν,ναῦς,n-p---fg-,GenObj,6.0,ATR,5.404,GenObj,,,
6,ὄχοι,ὄχος,n-p---mn-,NomPred,12.0,SBJ_AP,5.404,NomPred,,,
7,",",",",u--------,,9.0,AuxX,5.404,,,,
8,οὐ,οὐ,d--------,adv indeclform,12.0,AuxZ,5.404,adv indeclform,,,
9,δ',δέ,g--------,particle indeclform,0.0,COORD,5.404,particle indeclform,,,
10,ἐπιωγαί,ἐπιωγαί,n-p---fn-,NomPred,12.0,SBJ,5.404,NomPred,,,
11,.,.,u--------,,0.0,AuxK,5.404,,,,
1,ἀλλ',ἀλλά,c--------,adv indeclform,0.0,COORD,5.405,adv indeclform,,,
2,ἀκταὶ,ἀκτή,n-p---fn-,NomPred,8.0,SBJ_CO,5.405,NomPred,,,
3,προβλῆτες,προβλής,n-p---fn-,NomPred,2.0,ATR,5.405,NomPred,,,
4,ἔσαν,εἰμί,v3piia---,ImpfDesc,1.0,PRED_CO,5.405,ImpfDesc,,,
5,σπιλάδες,σπιλάς,n-p---fn-,NomPred,8.0,SBJ_CO,5.405,NomPred,,,
6,τε,τε,g--------,particle indeclform,8.0,AuxY,5.405,particle indeclform,,,
7,πάγοι,πάγος,n-p---mn-,NomPred,8.0,SBJ_CO,5.405,NomPred,,,
8,τε,τε,g--------,particle indeclform,4.0,COORD,5.405,particle indeclform,,,
9,·,·,u--------,,0.0,AuxK,5.405,,,,
1,καὶ,καί,d--------,conj indeclform,4.0,AuxY,5.406,conj indeclform,,,
2,τότ',τότε,d--------,adv indeclform,4.0,ADV,5.406,adv indeclform,,,
3,Ὀδυσσῆος,Ὀδυσσεύς,n-s---mg-,GenPos,6.0,ATR,5.406,GenPos,,,
4,λύτο,λύω,v3saip---,"AorIngr, Pass",11.0,PRED_CO,5.406,AorIngr,Pass,,
5,γούνατα,γόνυ,n-p---nn-,NomSubj,6.0,SBJ_CO,5.406,NomSubj,,,
6,καὶ,καί,c--------,conj indeclform,4.0,COORD,5.406,conj indeclform,,,
7,φίλον,φίλος,a-s---nn-,NomSubj,8.0,ATR,5.406,NomSubj,,,
8,ἦτορ,ἦτορ,n-s---nn-,NomSubj,6.0,SBJ_CO,5.406,NomSubj,,,
9,",",",",u--------,,11.0,AuxX,5.406,,,,
10,ὀχθήσας,ὀχθέω,v-sapamn-,"NomSubj, PartCirc.4",13.0,ADV,5.407,NomSubj,PartCirc.4,,
11,δ',δέ,g--------,particle indeclform,0.0,COORD,5.407,particle indeclform,,,
12,ἄρα,ἄρα,g--------,particle indeclform,13.0,AuxY,5.407,particle indeclform,,,
13,εἶπε,εἶπον,v3saia---,Aor,11.0,PRED_CO,5.407,Aor,,,
14,πρὸς,πρός,r--------,Prep5,13.0,AuxP,5.407,Prep5,,,
15,ὃν,ἑός,a-s---ma-,"AccDirec.1 (Prep5), Pron3",17.0,ATR,5.407,AccDirec.1 (Prep5),Pron3,,
16,μεγαλήτορα,μεγαλήτωρ,n-s---ma-,AccDirec.1 (Prep5),17.0,ATR,5.407,AccDirec.1 (Prep5),,,
17,θυμόν,θυμός,n-s---ma-,AccDirec.1 (Prep5),14.0,OBJ,5.407,AccDirec.1 (Prep5),,,
18,·,·,u--------,,0.0,AuxK,5.407,,,,
1,&quot;,&quot;,u--------,,23.0,AuxG,5.408,,,,
2,ὤ,ὦ,i--------,exclam indeclform,3.0,AuxZ,5.408,exclam indeclform,,,
3,μοι,ἐγώ,p1s---md-,"DatEthic, Pron1",23.0,AuxY,5.408,DatEthic,Pron1,,
4,",",",",u--------,,3.0,AuxX,5.408,,,,
5,ἐπεὶ,ἐπεί,c--------,conj indeclform,23.0,AuxC,5.408,conj indeclform,,,
6,δὴ,δή,g--------,particle indeclform,9.0,AuxY,5.408,particle indeclform,,,
7,γαῖαν,γαῖα,n-s---fa-,AccObj,10.0,OBJ,5.408,AccObj,,,
8,ἀελπέα,ἀελπής,a-s---fa-,AccObj,7.0,ATR,5.408,AccObj,,,
9,δῶκεν,δίδωμι,v3saia---,Aor,13.0,ADV_CO,5.408,Aor,,,
