sentence_subdoc,sentence_id,document_id,ref,greek,lemma,pos,rel,syn,cite,didakta,didakta_tense,didakta_voice,didakta_mood
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,καὶ,καί,c--------,11,COORD,urn:cts:greekLit:tlg0012.tlg001:23.806,,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,μέλαν,μέλας,a-s---na-,16,ATR,urn:cts:greekLit:tlg0012.tlg001:23.806,AccObj,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,αἷμα,αἷμα,n-s---na-,14,ADV_CO,urn:cts:greekLit:tlg0012.tlg001:23.806,AccDirec1,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,",",",",u--------,9,AuxX,,,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,τῷ,ὁ,p-s---md-,21,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.807,DatLoc,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,μὲν,μέν,g--------,21,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.807,,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,ἐγὼ,ἐγώ,p-s---mn-,21,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.807,NomSubj,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,δώσω,δίδωμι,v1sfia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:23.807,Fut_unknown_unknown,Fut,unknown,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,τόδε,ὅδε,p-s---na-,23,ATR,urn:cts:greekLit:tlg0012.tlg001:23.807,AccObj,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,23,φάσγανον,φάσγανον,n-s---na-,21,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.807,AccObj,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,24,ἀργυρόηλον,ἀργυρόηλος,a-s---na-,23,ATR,urn:cts:greekLit:tlg0012.tlg001:23.807,AccObj,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,25,καλὸν,καλός,a-s---na-,23,ATR,urn:cts:greekLit:tlg0012.tlg001:23.808,AccObj,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,26,Θρηΐκιον,Θράκιος,a-s---na-,23,ATR,urn:cts:greekLit:tlg0012.tlg001:23.808,AccSpac,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,27,",",",",u--------,31,AuxX,,,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,28,τὸ,ὁ,p-s---na-,31,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.808,AccObj,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,29,μὲν,μέν,g--------,31,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.808,,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,30,Ἀστεροπαῖον,Ἀστεροπαῖος,n-s---ma-,31,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.808,AccObj,,,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,31,ἀπηύρων,ἀπαυράω,v1siia---,23,ATR,urn:cts:greekLit:tlg0012.tlg001:23.808,Impf_unknown_unknown,Impf,unknown,
23.805-23.808,2282031,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,32,·,·,u--------,0,AuxK,,,,,
23.809,2282032,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,τεύχεα,τεῦχος,n-p---na-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.809,AccObj,,,
23.809,2282032,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.809,,,,
23.809,2282032,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἀμφότεροι,ἀμφότερος,a-p---mn-,6,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.809,NomSubj,,,
23.809,2282032,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ξυνήϊα,ξυνήιος,a-p---na-,1,ATV,urn:cts:greekLit:tlg0012.tlg001:23.809,AccObj,,,
23.809,2282032,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ταῦτα,οὗτος,a-p---na-,1,ATR,urn:cts:greekLit:tlg0012.tlg001:23.809,AccObj,,,
23.809,2282032,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,φερέσθων,φέρω,v3dpme---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.809,ImpfCons_unknown_unknown,ImpfCons,unknown,
23.809,2282032,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,·,·,u--------,0,AuxK,,,,,
23.810,2282033,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,καί,καί,c--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.810,,,,
23.810,2282033,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,σφιν,σφεῖς,p-p---md-,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.810,DatVerb,,,
23.810,2282033,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,δαῖτ̓,δαίς,n-s---fa-,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.810,AccObj,,,
23.810,2282033,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἀγαθὴν,ἀγαθός,a-s---fa-,3,ATR,urn:cts:greekLit:tlg0012.tlg001:23.810,AccObj,,,
23.810,2282033,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,παραθήσομεν,παρατίθημι,v1pfia---,1,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.810,FutHypo_unknown_unknown,FutHypo,unknown,
23.810,2282033,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἐν,ἐν,r--------,5,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.810,,,,
23.810,2282033,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,κλισίῃσιν,κλισία,n-p---fd-,6,ADV,urn:cts:greekLit:tlg0012.tlg001:23.810,DatInstr,,,
23.810,2282033,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,.,.,u--------,0,AuxK,,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ὣς,ὡς,d--------,2,ADV,urn:cts:greekLit:tlg0012.tlg001:23.811,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,ἔφατ̓,φημί,v3siie---,12,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.811,ImpfDesc_unknown_unknown,ImpfDesc,unknown,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,",",",",u--------,12,AuxX,,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ὦρτο,ὄρνυμι,v3saim---,12,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.811,Aor_Ind_unknown,Aor,Ind,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,δ̓,δέ,g--------,12,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.811,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἔπειτα,ἔπειτα,d--------,4,ADV,urn:cts:greekLit:tlg0012.tlg001:23.811,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,μέγας,μέγας,a-s---mn-,9,ATR,urn:cts:greekLit:tlg0012.tlg001:23.811,NomSubj,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,Τελαμώνιος,Τελαμώνιος,a-s---mn-,9,ATR,urn:cts:greekLit:tlg0012.tlg001:23.811,NomSubj,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,Αἴας,Αἴας,n-s---mn-,4,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.811,NomSubj,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,",",",",u--------,12,AuxX,,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἂν,ἀνά,r--------,15,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.812,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.812,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,ἄρα,ἄρα,g--------,15,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.812,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,Τυδεΐδης,Τυδείδης,n-s---mn-,16,SBJ_AP,urn:cts:greekLit:tlg0012.tlg001:23.812,NomSubj,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,ὦρτο,ὄρνυμι,v3saim---,12,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.812,Aor_Ind_unknown,Aor,Ind,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,",",",",u--------,15,APOS,,,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,κρατερὸς,κρατερός,a-s---mn-,18,ATR,urn:cts:greekLit:tlg0012.tlg001:23.812,NomSubj,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,Διομήδης,Διομήδης,n-s---mn-,16,SBJ_AP,urn:cts:greekLit:tlg0012.tlg001:23.812,NomSubj,,,
23.811-23.812,2282034,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,.,.,u--------,0,AuxK,,,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,οἳ,ὁ,p-p---mn-,12,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.813,NomSubj,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.813,,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἐπεὶ,ἐπεί,d--------,7,ADV,urn:cts:greekLit:tlg0012.tlg001:23.813,,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,οὖν,οὖν,g--------,7,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.813,,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἑκάτερθεν,ἑκάτερθε,r--------,7,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.813,,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ὁμίλου,ὅμιλος,n-s---mg-,5,ADV,urn:cts:greekLit:tlg0012.tlg001:23.813,GenSep,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,θωρήχθησαν,θωρήσσω,v3paip---,12,ADV,urn:cts:greekLit:tlg0012.tlg001:23.813,AorIngr_unknown_unknown,AorIngr,unknown,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,",",",",u--------,7,AuxX,,,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,ἐς,εἰς,r--------,12,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.814,,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,μέσον,μέσος,a-s---ma-,9,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.814,AccObj,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἀμφοτέρω,ἀμφότερος,a-d---mn-,1,ATR,urn:cts:greekLit:tlg0012.tlg001:23.814,NomSubj,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,συνίτην,σύνειμι,v3diia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.814,AorIngr_MidIndir_unknown,AorIngr,MidIndir,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,μεμαῶτε,μέμαα,v-drpamn-,12,ADV,urn:cts:greekLit:tlg0012.tlg001:23.814,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,μάχεσθαι,μάχομαι,v--pne---,13,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.814,PresNoni_InfDyn_unknown,PresNoni,InfDyn,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,δεινὸν,δεινός,a-s---na-,16,ADV,urn:cts:greekLit:tlg0012.tlg001:23.815,AccAdv,,,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,δερκομένω,δέρκομαι,v-dppemn-,12,ADV,urn:cts:greekLit:tlg0012.tlg001:23.815,NomSubj_unknown_unknown,NomSubj,unknown,
23.813-23.815,2282035,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,·,·,u--------,0,AuxK,,,,,
23.815,2282036,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,θάμβος,θάμβος,n-s---nn-,3,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.815,NomSubj,,,
23.815,2282036,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.815,,,,
23.815,2282036,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἔχε,ἔχω,v3siia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.815,Impf_unknown_unknown,Impf,unknown,
23.815,2282036,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,πάντας,πᾶς,a-p---ma-,5,ATR,urn:cts:greekLit:tlg0012.tlg001:23.815,AccObj,,,
23.815,2282036,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,Ἀχαιούς,Ἀχαιός,n-p---ma-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.815,AccObj,,,
23.815,2282036,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,.,.,u--------,0,AuxK,,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἀλλ̓,ἀλλά,c--------,15,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.816,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,ὅτε,ὅτε,d--------,5,ADV,urn:cts:greekLit:tlg0012.tlg001:23.816,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,δὴ,δή,g--------,2,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.816,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,σχεδὸν,σχεδόν,d--------,5,ADV,urn:cts:greekLit:tlg0012.tlg001:23.816,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἦσαν,εἰμί,v3piia---,15,ADV,urn:cts:greekLit:tlg0012.tlg001:23.816,ImpfDesc_unknown_unknown,ImpfDesc,unknown,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἐπ̓,ἐπί,r--------,8,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.816,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,ἀλλήλοισιν,ἀλλήλων,a-p---md-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.816,DatVerb,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἰόντες,εἶμι,v-pppamn-,5,ADV,urn:cts:greekLit:tlg0012.tlg001:23.816,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,",",",",u--------,5,AuxX,,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,τρὶς,τρίς,d--------,12,ADV,urn:cts:greekLit:tlg0012.tlg001:23.817,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,μὲν,μέν,g--------,15,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.817,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ἐπήϊξαν,ἐπαίσσω,v3paia---,15,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.817,Aor_Ind_unknown,Aor,Ind,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,",",",",u--------,15,AuxX,,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,τρὶς,τρίς,d--------,17,ADV,urn:cts:greekLit:tlg0012.tlg001:23.817,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,δὲ,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.817,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,σχεδὸν,σχεδόν,d--------,17,ADV,urn:cts:greekLit:tlg0012.tlg001:23.817,,,,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,ὁρμήθησαν,ὁρμάω,v3paip---,15,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.817,AorIngr_unknown_unknown,AorIngr,unknown,
23.816-23.817,2282037,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,.,.,u--------,0,AuxK,,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἔνθ̓,ἔνθα,d--------,9,ADV,urn:cts:greekLit:tlg0012.tlg001:23.818,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,Αἴας,Αἴας,n-s---mn-,9,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.818,NomSubj,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,μὲν,μέν,g--------,12,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.818,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἔπειτα,ἔπειτα,d--------,9,ADV,urn:cts:greekLit:tlg0012.tlg001:23.818,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,κατ̓,κατά,r--------,9,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.818,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἀσπίδα,ἀσπίς,n-s---fa-,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.818,AccObj,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,πάντοσ̓,πάντοσε,d--------,8,ADV,urn:cts:greekLit:tlg0012.tlg001:23.818,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἐΐσην,ἴσος,a-s---fa-,6,ATR,urn:cts:greekLit:tlg0012.tlg001:23.818,AccObj,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,νύξ̓,νύσσω,v3saia---,12,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.819,Aor_unknown_unknown,Aor,unknown,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,",",",",u--------,12,AuxX,,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,οὐ,οὐ,d--------,14,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.819,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,δὲ,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.819,,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,χρό̓,χρώς,n-s---ma-,14,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.819,AccObj,,,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,ἵκανεν,ἱκάνω,v3siia---,12,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.819,ImpfDesc_unknown_unknown,ImpfDesc,unknown,
23.818-23.819,2282038,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,·,·,u--------,0,AuxK,,,,,
23.819,2282039,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἔρυτο,ῥύομαι,v3saie---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:23.819,AorComp_unknown_unknown,AorComp,unknown,
23.819,2282039,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,γὰρ,γάρ,g--------,1,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.819,,,,
23.819,2282039,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἔνδοθι,ἔνδοθι,d--------,1,ADV,urn:cts:greekLit:tlg0012.tlg001:23.819,,,,
23.819,2282039,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,θώρηξ,θώραξ,n-s---mn-,1,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.819,NomSubj,,,
23.819,2282039,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,·,·,u--------,0,AuxK,,,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,Τυδεΐδης,Τυδείδης,n-s---mn-,11,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.820,NomSubj,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:23.820,,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἄῤ,ἄρα,g--------,11,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.820,,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἔπειτα,ἔπειτα,d--------,11,ADV,urn:cts:greekLit:tlg0012.tlg001:23.820,,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ὑπὲρ,ὑπέρ,r--------,11,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.820,,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,σάκεος,σάκος,n-s---ng-,5,ADV,urn:cts:greekLit:tlg0012.tlg001:23.820,GenSep,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,μεγάλοιο,μέγας,a-s---ng-,6,ATR,urn:cts:greekLit:tlg0012.tlg001:23.820,GenPart,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,αἰὲν,ἀεί,d--------,11,ADV,urn:cts:greekLit:tlg0012.tlg001:23.821,,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,ἐπ̓,ἐπί,r--------,11,AuxP,urn:cts:greekLit:tlg0012.tlg001:23.821,,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,αὐχένι,αὐχήν,n-s---md-,9,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.821,DatVerb,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,κῦρε,κυρέω,v3siia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:23.821,ImpfDesc_unknown_unknown,ImpfDesc,unknown,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,φαεινοῦ,φαεινός,a-s---ng-,13,ATR,urn:cts:greekLit:tlg0012.tlg001:23.821,GenPart,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,δουρὸς,δόρυ,n-s---ng-,14,ATR,urn:cts:greekLit:tlg0012.tlg001:23.821,GenSep,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,ἀκωκῇ,ἀκωκή,n-s---fd-,11,ADV,urn:cts:greekLit:tlg0012.tlg001:23.821,DatLoc,,,
23.820-23.821,2282040,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,.,.,u--------,0,AuxK,,,,,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,καὶ,καί,d--------,2,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.822,,,,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,τότε,τότε,d--------,9,ADV,urn:cts:greekLit:tlg0012.tlg001:23.822,,,,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,δή,δή,g--------,2,AuxZ,urn:cts:greekLit:tlg0012.tlg001:23.822,,,,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ῥ̓,ἄρα,g--------,9,AuxY,urn:cts:greekLit:tlg0012.tlg001:23.822,,,,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,Αἴαντι,Αἴας,n-s---md-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.822,DatVerb,,,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,περιδείσαντες,περιδείδω,v-papamn-,9,ADV,urn:cts:greekLit:tlg0012.tlg001:23.822,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,Ἀχαιοὶ,Ἀχαιός,n-p---mn-,9,SBJ,urn:cts:greekLit:tlg0012.tlg001:23.822,NomSubj,,,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,παυσαμένους,παύω,v-papmma-,12,ADV,urn:cts:greekLit:tlg0012.tlg001:23.823,AorIngr_unknown_unknown,AorIngr,unknown,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,ἐκέλευσαν,κελεύω,v3paia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:23.823,Aor_unknown_unknown,Aor,unknown,
23.822-23.823,2282041,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,ἀέθλια,ἀέθλιον,n-p---na-,12,OBJ,urn:cts:greekLit:tlg0012.tlg001:23.823,AccObj,,,
